"itemId","NAME","MID","ModelID"
"18566","crepuscular_scythe","526","25102"
"18581","carbuncles_pole","299","24875"
"18582","yigit_staff","295","24871"
"18583","imperial_pole","303","24879"
"18584","astral_staff","291","24867"
"18585","kinnara_pole","361","24937"
"18586","flexible_pole","300","24876"
"18587","dryad_staff","292","24868"
"18588","perdu_staff","341","24917"
"18589","mages_staff","289","24865"
"18590","scepter_staff","301","24877"
"18591","pastoral_staff","296","24872"
"18592","elder_staff","294","24870"
"18593","alkalurops","438","25014"
"18594","dorje","442","25018"
"18595","mekki_shakki","441","25017"
"18596","kebbie","291","24867"
"18597","catalyst","306","24882"
"18598","prester","438","25014"
"18599","pestle","296","24872"
"18600","cavers_shovel","455","25031"
"18601","fay_crozier","324","24900"
"18602","fay_staff","294","24870"
"18603","majestas","462","25038"
"18604","astaroth_cane","290","24866"
"18605","melampus_staff","289","24865"
"18606","passaddhi_staff","292","24868"
"18607","ceres_spica","293","24869"
"18608","atesh_pole","296","24872"
"18609","lyft_pole","303","24879"
"18610","spiro_staff","294","24870"
"18611","qi_staff","293","24869"
"18612","ram_staff","355","24931"
"18613","fourth_staff","357","24933"
"18614","cobra_staff","356","24932"
"18615","passaddhi_staff_+1","292","24868"
"18616","qi_staff_+1","293","24869"
"18617","cracked_staff","292","24868"
"18618","samudra","295","24871"
"18619","chthonic_staff","295","24871"
"18620","magnus_pole","303","24879"
"18621","warmages_pole","296","24872"
"18622","warmages_pole_+1","296","24872"
"18623","chtonic_staff","293","24869"
"18624","numen_staff","291","24867"
"18625","gerras_staff","329","24905"
"18626","plenitas_virga","583","25159"
"18627","bryojas_staff","341","24917"
"18628","flete_pole","296","24872"
"18629","flete_pole_+1","296","24872"
"18630","nathushne","292","24868"
"18631","nathushne_+1","292","24868"
"18632","iridal_staff","601","25177"
"18633","chatoyant_staff","601","25177"
"18634","zamzummim_staff","604","25180"
"18635","melisseus_staff","604","25180"
"18637","spharai","511","25087"
"18640","ragnarok","319","24895"
"18642","bravura","339","24915"
"18643","gungnir","217","24793"
"18644","apocalypse","338","24914"
"18646","amanomurakumo","340","24916"
"18648","claustrum","342","24918"
"18651","spharai","511","25087"
"18654","ragnarok","319","24895"
"18656","bravura","339","24915"
"18657","gungnir","217","24793"
"18658","apocalypse","338","24914"
"18660","amanomurakumo","340","24916"
"18662","claustrum","342","24918"
"18665","spharai","511","25087"
"18668","ragnarok","319","24895"
"18670","bravura","339","24915"
"18671","gungnir","217","24793"
"18672","apocalypse","338","24914"
"18674","amanomurakumo","340","24916"
"18676","claustrum","342","24918"
"18741","scogans_knuckles","133","24709"
"18742","puppet_claws","124","24700"
"18743","darksteel_sainti","508","25084"
"18744","dst._sainti_+1","508","25084"
"18745","adaman_sainti","506","25082"
"18746","gem_sainti","506","25082"
"18747","smash_cesti","127","24703"
"18748","hades_sainti","507","25083"
"18749","hades_sainti_+1","507","25083"
"18750","black_adargas","505","25081"
"18751","black_adargas_+1","505","25081"
"18752","retaliators","129","24705"
"18753","burning_fists","134","24710"
"18754","inferno_claws","508","25084"
"18755","noble_himantes","127","24703"
"18756","cobra_baghnakhs","142","24718"
"18757","gnole_sainti","504","25080"
"18758","gnole_sainti_+1","504","25080"
"18759","shlng._baghnakhs","501","25077"
"18760","useshi","128","24704"
"18761","acantha_shavers","509","25085"
"18762","custodes","505","25081"
"18763","trainee_scissors","119","24695"
"18764","oberons_knuckles","134","24710"
"18765","oberons_sainti","508","25084"
"18766","tyro_katars","119","24695"
"18767","birdbanes","119","24695"
"18768","poppet_katars","119","24695"
"18769","severus_claws","123","24699"
"18770","pygme_sainti","506","25082"
"18771","lyft_sainti","504","25080"
"18772","tyro_katars_+1","119","24695"
"18773","severus_claws_+1","123","24699"
"18774","savate_fists","506","25082"
"18775","savate_fists_+1","506","25082"
"18776","heofon_knuckles","135","24711"
"18777","magnus_sainti","506","25082"
"18778","marotte_claws","121","24697"
"18779","taurine_cesti","126","24702"
"18780","burattinaios","509","25085"
"18781","furor_cesti","127","24703"
"18782","eyra_baghnakhs","140","24716"
"18783","eyra_baghnakhs_+1","140","24716"
"18784","metasoma_katars","118","24694"
"18785","grotesque_cesti","128","24704"
"18786","girru","498","25074"
"18787","sharas_fists","134","24710"
"18788","brawny_adargas","505","25081"
"18789","marath_baghnakhs","142","24718"
"18790","shivaji_baghnakhs","142","24718"
"18791","buzbaz_sainti","509","25085"
"18792","buzbaz_sainti_+1","509","25085"
"18793","blutkrallen","493","25069"
"18794","blutklauen","493","25069"
"18921","taiaha","298","24874"
"18922","yantok","296","24872"
"18923","shareeravadi","295","24871"
"18924","agnis_staff","305","24881"
"18925","varunas_staff","305","24881"
"18926","vayus_staff","305","24881"
"18927","kuberas_staff","305","24881"
"18928","indras_staff","305","24881"
"18929","somas_staff","305","24881"
"18930","suryas_staff","305","24881"
"18931","yamas_staff","305","24881"
"18932","sedikutchi","303","24879"
"18941","naigama","393","24969"
"18942","naigama_+1","393","24969"
"18943","perdu_sickle","393","24969"
"18944","death_sickle","350","24926"
"18945","jet_sickle","350","24926"
"18946","fourth_zaghnal","345","24921"
"18947","molioness_sickle","366","24942"
"18948","enforcer","435","25011"
"18949","zareehkl_scythe","372","24948"
"18950","white_joker","366","24942"
"18951","vendetta","194","24770"
"18952","faucheuse","201","24777"
"18953","beluga","366","24942"
"18954","ogre_sickle","350","24926"
"18955","dweomer_scythe","201","24777"
"18956","serpette","322","24898"
"18957","smiting_scythe","196","24772"
"18958","lyft_scythe","195","24771"
"18959","serpette_+1","322","24898"
"18960","smiting_scythe_+1","196","24772"
"18961","plaga_scythe","521","25097"
"18962","rusty_zaghnal","197","24773"
"18963","gleaming_zaghnal","199","24775"
"18964","dire_scythe","194","24770"
"18965","dire_scythe_+1","194","24770"
"18966","crisis_scythe","322","24898"
"18967","magnus_scythe","372","24948"
"18968","bounty_sickle","350","24926"
"18970","tupsimati","429","25005"
"18971","conqueror","414","24990"
"18972","glanzfaust","502","25078"
"18974","laevateinn","416","24992"
"18978","liberator","425","25001"
"18982","kogarasumaru","424","25000"
"18984","ryunohige","423","24999"
"18985","nirvana","417","24993"
"18988","kenkonken","503","25079"
"18990","tupsimati","429","25005"
"18991","conqueror","414","24990"
"18992","glanzfaust","502","25078"
"18994","laevateinn","416","24992"
"18998","liberator","425","25001"
"19002","kogarasumaru","424","25000"
"19004","ryunohige","423","24999"
"19005","nirvana","417","24993"
"19008","kenkonken","503","25079"
"19060","conqueror","414","24990"
"19061","glanzfaust","502","25078"
"19063","laevateinn","416","24992"
"19067","liberator","425","25001"
"19071","kogarasumaru","424","25000"
"19073","ryunohige","423","24999"
"19074","nirvana","417","24993"
"19077","kenkonken","503","25079"
"19079","tupsimati","429","25005"
"19080","conqueror","414","24990"
"19081","glanzfaust","502","25078"
"19083","laevateinn","416","24992"
"19087","liberator","425","25001"
"19091","kogarasumaru","424","25000"
"19093","ryunohige","423","24999"
"19094","nirvana","417","24993"
"19097","kenkonken","503","25079"
"19099","tupsimati","429","25005"
"19150","cobra_claymore","66","24642"
"19151","bahadur","407","24983"
"19152","bahadur_+1","407","24983"
"19153","naglering","432","25008"
"19154","ferrara","352","24928"
"19155","cruadin","74","24650"
"19156","balisarde","71","24647"
"19157","surviver","67","24643"
"19158","scheherazade","363","24939"
"19159","galatyn","463","25039"
"19160","estramacon","66","24642"
"19161","lyft_claymore","64","24640"
"19162","dull_claymore","67","24643"
"19163","nightfall","464","25040"
"19164","ferus_algol","525","25101"
"19165","cratus_sword","73","24649"
"19166","cratus_sword_+1","73","24649"
"19167","khloros_blade","64","24640"
"19168","magnus_claymore","65","24641"
"19169","kriegsmesser","64","24640"
"19170","kardia_faussar","74","24650"
"19171","kardia_faussar_+1","74","24650"
"19172","jing._greatsword","529","25105"
"19173","gram","321","24897"
"19174","borealis","543","25119"
"19175","hoarfrost_blade","542","25118"
"19176","irasya","65","24641"
"19177","etourdissante","70","24646"
"19178","etourdissante_+1","70","24646"
"19179","dervish_sword","598","25174"
"19303","fay_lance","209","24785"
"19304","sarissa","461","25037"
"19305","pike","210","24786"
"19306","lyft_lance","212","24788"
"19307","blunt_lance","211","24787"
"19308","rusty_spear","205","24781"
"19309","gleaming_spear","204","24780"
"19310","guisarme","370","24946"
"19311","guisarme_+1","370","24946"
"19312","skogul_lance","210","24786"
"19313","magnus_lance","210","24786"
"19314","quint_spear","203","24779"
"19315","erebuss_lance","349","24925"
"19316","fetter_lance","209","24785"
"19317","borian_spear","204","24780"
"19318","borian_spear_+1","204","24780"
"19327","pugilists","130","24706"
"19328","simian_fists","129","24705"
"19329","mantis","509","25085"
"19330","wargfangs","119","24695"
"19331","cats_claws","125","24701"
"19342","break_blade","71","24647"
"19343","sunblade","72","24648"
"19344","albion","70","24646"
"19345","salamand_sword","74","24650"
"19346","brand_darcon","65","24641"
"19352","lumberjack","93","24669"
"19353","sagaris","95","24671"
"19354","bonesplitter","93","24669"
"19355","luchtaine","98","24674"
"19356","hephaestus","348","24924"
"19357","farmhand","195","24771"
"19358","stigma","196","24772"
"19359","ultimatum","194","24770"
"19360","vengeance","350","24926"
"19361","severance","322","24898"
"19362","ranseur","210","24786"
"19363","copperhead","211","24787"
"19364","oathkeeper","209","24785"
"19365","bradamante","349","24925"
"19366","stribog","213","24789"
"19372","donto","146","24722"
"19373","shirodachi","145","24721"
"19374","radennotachi","323","24899"
"19375","kurodachi","148","24724"
"19376","efunotachi","147","24723"
"19382","crook","304","24880"
"19383","shillelagh","299","24875"
"19384","slaine","298","24874"
"19385","danda","296","24872"
"19386","teiwaz","290","24866"
"19397","verethragna","500","25076"
"19400","caladbolg","467","25043"
"19402","ukonvasara","469","25045"
"19403","redemption","470","25046"
"19404","rhongomiant","512","25088"
"19406","masamune","514","25090"
"19408","hvergelmir","516","25092"
"19412","revenant_fists","509","25085"
"19413","ursine_claws","119","24695"
"19414","taipan_fangs","125","24701"
"19415","barracudas","140","24716"
"19424","espafut","70","24646"
"19425","prestelame","74","24650"
"19426","sombrelame","65","24641"
"19427","kalavejs","68","24644"
"19432","maschu","93","24669"
"19433","kunlun","98","24674"
"19434","atlas","348","24924"
"19435","sumeru","96","24672"
"19436","penitence","194","24770"
"19437","maleficence","350","24926"
"19438","absolution","322","24898"
"19439","reckoning","366","24942"
"19440","cerastes","209","24785"
"19441","corsesca","349","24925"
"19442","langdebeve","213","24789"
"19443","stingray","378","24954"
"19448","hiradennotachi","323","24899"
"19449","kokushitsunotachi","148","24724"
"19450","hyogugusarinotachi","147","24723"
"19451","keitonotachi","145","24721"
"19456","verethragna","500","25076"
"19459","caladbolg","467","25043"
"19461","ukonvasara","469","25045"
"19462","redemption","470","25046"
"19463","rhongomiant","512","25088"
"19465","masamune","514","25090"
"19467","hvergelmir","516","25092"
"19470","revenant_fists_+1","509","25085"
"19471","ursine_claws_+1","119","24695"
"19472","taipan_fangs_+1","125","24701"
"19473","barracudas_+1","140","24716"
"19482","espafut_+1","70","24646"
"19483","prestelame_+1","74","24650"
"19484","sombrelame_+1","65","24641"
"19485","kalavejs_+1","68","24644"
"19490","maschu_+1","93","24669"
"19491","kunlun_+1","98","24674"
"19492","atlas_+1","348","24924"
"19493","sumeru_+1","96","24672"
"19494","penitence_+1","194","24770"
"19495","maleficence_+1","350","24926"
"19496","absolution_+1","322","24898"
"19497","reckoning_+1","366","24942"
"19498","cerastes_+1","209","24785"
"19499","corsesca_+1","349","24925"
"19500","langdebeve_+1","213","24789"
"19501","stingray_+1","378","24954"
"19506","hiradennotachi_+1","323","24899"
"19507","kokushitsu_+1","148","24724"
"19508","hyogugusari_+1","147","24723"
"19509","keitonotachi_+1","145","24721"
"19514","taiaha_+1","298","24874"
"19515","yantok_+1","296","24872"
"19516","shareeravadi_+1","295","24871"
"19517","agnis_staff_+1","305","24881"
"19518","varunas_staff_+1","305","24881"
"19519","vayus_staff_+1","305","24881"
"19520","kuberas_staff_+1","305","24881"
"19521","indras_staff_+1","305","24881"
"19522","somas_staff_+1","305","24881"
"19523","suryas_staff_+1","305","24881"
"19524","yamas_staff_+1","305","24881"
"19525","sedikutchi_+1","303","24879"
"19534","verethragna","500","25076"
"19537","caladbolg","467","25043"
"19539","ukonvasara","469","25045"
"19540","redemption","470","25046"
"19541","rhongomiant","512","25088"
"19543","masamune","514","25090"
"19545","hvergelmir","516","25092"
"19548","revenant_fists_+2","509","25085"
"19549","ursine_claws_+2","119","24695"
"19550","taipan_fangs_+2","125","24701"
"19551","barracudas_+2","140","24716"
"19560","espafut_+2","70","24646"
"19561","prestelame_+2","74","24650"
"19562","sombrelame_+2","65","24641"
"19563","kalavejs_+2","68","24644"
"19568","maschu_+2","93","24669"
"19569","kunlun_+2","98","24674"
"19570","atlas_+2","348","24924"
"19571","sumeru_+2","96","24672"
"19572","penitence_+2","194","24770"
"19573","maleficence_+2","350","24926"
"19574","absolution_+2","322","24898"
"19575","reckoning_+2","366","24942"
"19576","cerastes_+2","209","24785"
"19577","corsesca_+2","349","24925"
"19578","langdebeve_+2","213","24789"
"19579","stingray_+2","378","24954"
"19584","hiradennotachi_+2","323","24899"
"19585","kokushitsu_+2","148","24724"
"19586","hyogugusari_+2","147","24723"
"19587","keitonotachi_+2","145","24721"
"19592","taiaha_+2","298","24874"
"19593","yantok_+2","296","24872"
"19594","shareeravadi_+2","295","24871"
"19595","agnis_staff_+2","305","24881"
"19596","varunas_staff_+2","305","24881"
"19597","vayus_staff_+2","305","24881"
"19598","kuberas_staff_+2","305","24881"
"19599","indras_staff_+2","305","24881"
"19600","somas_staff_+2","305","24881"
"19601","suryas_staff_+2","305","24881"
"19602","yamas_staff_+2","305","24881"
"19603","sedikutchi_+2","303","24879"
"19612","conqueror","414","24990"
"19613","glanzfaust","502","25078"
"19615","laevateinn","416","24992"
"19619","liberator","425","25001"
"19623","kogarasumaru","424","25000"
"19625","ryunohige","423","24999"
"19626","nirvana","417","24993"
"19629","kenkonken","503","25079"
"19631","tupsimati","429","25005"
"19632","verethragna","500","25076"
"19635","caladbolg","467","25043"
"19637","ukonvasara","469","25045"
"19638","redemption","470","25046"
"19639","rhongomiant","512","25088"
"19641","masamune","514","25090"
"19643","hvergelmir","516","25092"
"19646","revenant_fists_+3","509","25085"
"19647","ursine_claws_+3","119","24695"
"19648","taipan_fangs_+3","125","24701"
"19649","barracudas_+3","140","24716"
"19658","espafut_+3","70","24646"
"19659","prestelame_+3","74","24650"
"19660","sombrelame_+3","65","24641"
"19661","kalavejs_+3","68","24644"
"19666","maschu_+3","93","24669"
"19667","kunlun_+3","98","24674"
"19668","atlas_+3","348","24924"
"19669","sumeru_+3","96","24672"
"19670","penitence_+3","194","24770"
"19671","maleficence_+3","350","24926"
"19672","absolution_+3","322","24898"
"19673","reckoning_+3","366","24942"
"19674","cerastes_+3","209","24785"
"19675","corsesca_+3","349","24925"
"19676","langdebeve_+3","213","24789"
"19677","stingray_+3","378","24954"
"19682","hiradennotachi_+3","323","24899"
"19683","kokushitsu_+3","148","24724"
"19684","hyogugusari_+3","147","24723"
"19685","keitonotachi_+3","145","24721"
"19690","taiaha_+3","298","24874"
"19691","yantok_+3","296","24872"
"19692","shareeravadi_+3","295","24871"
"19693","agnis_staff_+3","305","24881"
"19694","varunas_staff_+3","305","24881"
"19695","vayus_staff_+3","305","24881"
"19696","kuberas_staff_+3","305","24881"
"19697","indras_staff_+3","305","24881"
"19698","somas_staff_+3","305","24881"
"19699","suryas_staff_+3","305","24881"
"19700","yamas_staff_+3","305","24881"
"19701","sedikutchi_+3","303","24879"
"19710","conqueror","414","24990"
"19711","glanzfaust","502","25078"
"19713","laevateinn","416","24992"
"19717","liberator","425","25001"
"19721","kogarasumaru","424","25000"
"19723","ryunohige","423","24999"
"19724","nirvana","417","24993"
"19727","kenkonken","503","25079"
"19729","tupsimati","429","25005"
"19746","spharai","511","25087"
"19749","ragnarok","319","24895"
"19751","bravura","339","24915"
"19752","gungnir","217","24793"
"19753","apocalypse","338","24914"
"19755","amanomurakumo","340","24916"
"19757","claustrum","342","24918"
"19790","oneiros_lance","209","24785"
"19791","draca_couse","349","24925"
"19792","drachenstich","210","24786"
"19793","patientia_lance","213","24789"
"19794","delphinius","590","25166"
"19795","ereptor_lance","436","25012"
"19796","rosschinder","205","24781"
"19797","rosschinder_+1","205","24781"
"19798","drakaina_lance","453","25029"
"19799","herjas_fork","405","24981"
"19805","verethragna","500","25076"
"19808","caladbolg","467","25043"
"19810","ukonvasara","469","25045"
"19811","redemption","470","25046"
"19812","rhongomiant","512","25088"
"19814","masamune","514","25090"
"19816","hvergelmir","516","25092"
"19819","conqueror","414","24990"
"19820","glanzfaust","502","25078"
"19822","laevateinn","416","24992"
"19826","liberator","425","25001"
"19830","kogarasumaru","424","25000"
"19832","ryunohige","423","24999"
"19833","nirvana","417","24993"
"19836","kenkonken","503","25079"
"19838","tupsimati","429","25005"
"19839","spharai","497","25073"
"19842","ragnarok","546","25122"
"19844","bravura","548","25124"
"19845","gungnir","549","25125"
"19846","apocalypse","550","25126"
"19848","amanomurakumo","552","25128"
"19850","claustrum","554","25130"
"19853","verethragna","494","25070"
"19856","caladbolg","573","25149"
"19858","ukonvasara","575","25151"
"19859","redemption","576","25152"
"19860","rhongomiant","577","25153"
"19862","masamune","579","25155"
"19864","hvergelmir","581","25157"
"19867","dumuzis","508","25084"
"19868","ursa_majors","118","24694"
"19869","oxyuranis","122","24698"
"19870","sphyras","141","24717"
"19879","xiphias","69","24645"
"19880","fulgurante","73","24649"
"19881","tenebreuse","64","24640"
"19882","kauriraris","68","24644"
"19887","shamash","92","24668"
"19888","liushi_shan","97","24673"
"19889","telamon","364","24940"
"19890","tavatimsa","96","24672"
"19891","umiliati","194","24770"
"19892","ogresse","350","24926"
"19893","cloacina","322","24898"
"19894","basanizo","366","24942"
"19895","daboya","209","24785"
"19896","chauve-souris","349","24925"
"19897","nahvalr","212","24788"
"19898","sixgill","388","24964"
"19903","torigashira","323","24899"
"19904","kawatsutsumi","148","24724"
"19905","kabutsuchi","144","24720"
"19906","kantonotachi","351","24927"
"19911","paikea","302","24878"
"19912","urduja","296","24872"
"19913","tuahjebat","294","24870"
"19914","atar_i","305","24881"
"19915","atar_ii","305","24881"
"19916","atar_iii","305","24881"
"19917","vourukasha_i","305","24881"
"19918","vourukasha_ii","305","24881"
"19919","vourukasha_iii","305","24881"
"19920","vayuvata_i","305","24881"
"19921","vayuvata_ii","305","24881"
"19922","vayuvata_iii","305","24881"
"19923","vishrava_i","305","24881"
"19924","vishrava_ii","305","24881"
"19925","vishrava_iii","305","24881"
"19926","apamajas_i","305","24881"
"19927","apamajas_ii","305","24881"
"19928","apamajas_iii","305","24881"
"19929","haoma_i","305","24881"
"19930","haoma_ii","305","24881"
"19931","haoma_iii","305","24881"
"19932","arka_i","305","24881"
"19933","arka_ii","305","24881"
"19934","arka_iii","305","24881"
"19935","arka_iv","305","24881"
"19936","xsaeta_i","305","24881"
"19937","xsaeta_ii","305","24881"
"19938","xsaeta_iii","305","24881"
"19939","muruga","303","24879"
"19948","conqueror","555","25131"
"19949","glanzfaust","496","25072"
"19951","laevateinn","557","25133"
"19955","liberator","561","25137"
"19959","kogarasumaru","564","25140"
"19961","ryunohige","566","25142"
"19962","nirvana","567","25143"
"19965","kenkonken","495","25071"
"19967","tupsimati","570","25146"
"20480","spharai","511","25087"
"20481","spharai","497","25073"
"20482","glanzfaust","502","25078"
"20483","glanzfaust","496","25072"
"20484","kenkonken","503","25079"
"20485","kenkonken","495","25071"
"20486","verethragna","500","25076"
"20487","verethragna","494","25070"
"20505","condemners","510","25086"
"20506","suwaiyas","499","25075"
"20507","comeuppances","501","25077"
"20508","comeuppances_+1","501","25077"
"20509","spharai","497","25073"
"20510","glanzfaust","496","25072"
"20511","kenkonken","495","25071"
"20512","verethragna","494","25070"
"20514","aphelion_knuckles","483","25059"
"20515","godhands","484","25060"
"20516","denouements","485","25061"
"20517","fleshcarvers","140","24716"
"20518","eshus","493","25069"
"20519","hammerfists","501","25077"
"20520","midnights","505","25081"
"20521","emeici","117","24693"
"20522","emeici_+1","117","24693"
"20523","chastisers","498","25074"
"20524","nibiru_sainti","487","25063"
"20525","blurred_claws","486","25062"
"20526","blurred_claws_+1","486","25062"
"20527","fists_of_fury","129","24705"
"20528","fists_of_fury_+1","129","24705"
"20529","calved_claws","125","24701"
"20530","ohrmazd","506","25082"
"20531","homestead_cesti","491","25067"
"20532","worm_feelers","489","25065"
"20533","worm_feelers_+1","489","25065"
"20534","nyepel","501","25077"
"20535","ohtas","505","25081"
"20536","tinhaspa","134","24710"
"20537","bhakazi_sainti","504","25080"
"20538","bhakazi_sainti_+1","504","25080"
"20539","ninzas_+2","507","25083"
"20540","em._baghnakhs","142","24718"
"20541","pinion_cesti","127","24703"
"20542","gnafrons_adargas","510","25086"
"20543","maochinoli","492","25068"
"20544","dumuzis_-1","508","25084"
"20545","cama._knuckles","129","24705"
"20546","ninzas_+1","507","25083"
"20547","forefront_cesti","491","25067"
"20548","oatixur","492","25068"
"20549","rigor_baghnakhs","143","24719"
"20550","vineslash_cesti","127","24703"
"20551","akua_sainti","508","25084"
"20552","akua_sainti_+1","508","25084"
"20553","ninzas","507","25083"
"20554","tlalpoloani","492","25068"
"20745","ragnarok","319","24895"
"20746","ragnarok","546","25122"
"20747","caladbolg","467","25043"
"20748","caladbolg","573","25149"
"20749","trial_blade","608","25184"
"20750","lexeme_blade","608","25184"
"20751","lexeme_blade","608","25184"
"20752","lexeme_blade","608","25184"
"20753","epeolatry","706","25282"
"20754","malfeasance","730","25306"
"20755","malfeasance_+1","730","25306"
"20756","soulcleaver","407","24983"
"20757","foreshock_sword","598","25174"
"20758","mekosuchus_blade","626","25202"
"20759","macbain","712","25288"
"20760","home._claymore","66","24642"
"20761","aettir","705","25281"
"20762","ukudyoni","638","25214"
"20763","kbiroj","65","24641"
"20764","crobaci_+2","432","25008"
"20765","tunglmyrkvi","407","24983"
"20766","eminent_sword","65","24641"
"20767","medicor_sword","64","24640"
"20768","kaquljaan","638","25214"
"20769","xiphias_-1","69","24645"
"20770","mesyohi_sword","71","24647"
"20771","cama._claymore","630","25206"
"20772","voay_sword_-1","626","25202"
"20773","voay_sword","626","25202"
"20774","voay_sword_+1","626","25202"
"20775","crobaci_+1","432","25008"
"20776","beorc_sword","608","25184"
"20777","f.front_claymore","66","24642"
"20778","bereaver","68","24644"
"20779","senbaak_nagan","73","24649"
"20780","senbaak_nagan_+1","73","24649"
"20781","sowilo_claymore","68","24644"
"20782","coalition_sword","608","25184"
"20783","uruz_blade","72","24648"
"20784","uruz_blade_+1","72","24648"
"20785","thurisaz_blade","67","24643"
"20786","thurisaz_blade_+1","67","24643"
"20787","crobaci","432","25008"
"20788","hatzoaar_sword_+1","66","24642"
"20789","hatzoaar_sword","66","24642"
"20835","bravura","339","24915"
"20836","bravura","548","25124"
"20837","conqueror","414","24990"
"20838","conqueror","555","25131"
"20839","ukonvasara","469","25045"
"20840","ukonvasara","575","25151"
"20842","reikiono","772","25348"
"20843","chango","764","25340"
"20844","ferocity","520","25096"
"20845","instigator","363","24939"
"20846","jokushuono","98","24674"
"20847","router","603","25179"
"20848","nibiru_chopper","364","24940"
"20849","blurred_cleaver","744","25320"
"20850","blurred_cleaver_+1","744","25320"
"20851","aizkora","339","24915"
"20852","aizkora_+1","339","24915"
"20853","beheader","93","24669"
"20854","beheader_+1","93","24669"
"20855","devivifier","722","25298"
"20856","phreatic_axe","451","25027"
"20857","svarga","714","25290"
"20858","lightreaver","98","24674"
"20859","home._labrys","614","25190"
"20860","minos","335","24911"
"20861","qalgwer","623","25199"
"20862","lekboza","339","24915"
"20863","iclamar_+2","448","25024"
"20864","castigation","448","25024"
"20865","eminent_voulge","365","24941"
"20866","parashu","95","24671"
"20867","shamash_-1","92","24668"
"20869","cama._reaver","93","24669"
"20870","iclamar_+1","448","25024"
"20871","forefront_labrys","614","25190"
"20872","ixtab","623","25199"
"20873","bloodbath_axe","92","24668"
"20874","razorfury","348","24924"
"20875","razorfury_+1","348","24924"
"20876","trunkcleaver","97","24673"
"20877","iclamar","448","25024"
"20878","nohkux_axe","93","24669"
"20879","nohkux_axe_+1","93","24669"
"20880","apocalypse","338","24914"
"20881","apocalypse","550","25126"
"20882","liberator","435","25011"
"20883","liberator","561","25137"
"20884","redemption","470","25046"
"20885","redemption","576","25152"
"20887","dacnomania","773","25349"
"20889","misanthropy","759","25335"
"20890","anguta","765","25341"
"20891","brutality","322","24898"
"20892","deathbane","201","24777"
"20893","shukuyus_scythe","197","24773"
"20894","deacon_scythe","586","25162"
"20895","nibiru_sickle","737","25313"
"20896","blurred_scythe","745","25321"
"20897","blurred_scythe_+1","745","25321"
"20898","triska_scythe","201","24777"
"20899","triska_scythe_+1","201","24777"
"20900","meekculler","201","24777"
"20901","inanna","715","25291"
"20903","home._scythe","620","25196"
"20904","cronus","435","25011"
"20905","tajabit","622","25198"
"20906","vunetshelo","201","24777"
"20907","iizamal_+2","521","25097"
"20908","eminent_sickle","393","24969"
"20909","hoe","639","25215"
"20910","anaimatos_scythe","201","24777"
"20911","last_rest","366","24942"
"20912","umiliati_-1","194","24770"
"20913","anahera_scythe","586","25162"
"20914","cama._scythe","194","24770"
"20915","iizamal_+1","521","25097"
"20916","forefront_scythe","620","25196"
"20917","xbalanque","622","25198"
"20918","dimmet_scythe","196","24772"
"20919","lacryma_sickle","366","24942"
"20920","lacryma_sickle_+1","366","24942"
"20921","fieldrazer_scythe","372","24948"
"20922","aakab_scythe","201","24777"
"20923","aakab_scythe_+1","201","24777"
"20924","iizamal","521","25097"
"20925","gungnir","217","24793"
"20926","gungnir","549","25125"
"20927","ryunohige","423","24999"
"20928","ryunohige","566","25142"
"20929","rhongomiant","512","25088"
"20930","rhongomiant","577","25153"
"20932","habile_mazrak","388","24964"
"20933","hotengeki","859","25435"
"20935","trishula","766","25342"
"20936","koresuke","444","25020"
"20937","rhomphaia","408","24984"
"20938","annealed_lance","590","25166"
"20939","nibiru_lance","738","25314"
"20940","blurred_lance","461","25037"
"20941","blurred_lance_+1","461","25037"
"20942","gae_derg","209","24785"
"20943","gae_derg_+1","209","24785"
"20944","pelagos_lance","216","24792"
"20945","nativus_halberd","202","24778"
"20946","olyndicus","716","25292"
"20947","homestead_lance","213","24789"
"20948","areadbhar","408","24984"
"20949","kumalo","370","24946"
"20950","terebrokath","212","24788"
"20951","terebrokath_+1","212","24788"
"20952","qatsunoci_+2","452","25028"
"20953","escritorio","704","25280"
"20954","eminent_lance","444","25020"
"20955","aigilis_lance","211","24787"
"20956","sibat","202","24778"
"20957","concido_course","349","24925"
"20958","kuakuakait","619","25195"
"20959","daboya_-1","209","24785"
"20960","cama._lance","632","25208"
"20961","qatsunoci_+1","452","25028"
"20962","forefront_lance","213","24789"
"20963","upukirex","619","25195"
"20964","ophidian_trident","216","24792"
"20965","tlamini","619","25195"
"20966","coalition_lance","610","25186"
"20967","qatsunoci","452","25028"
"20968","chanar_xyston_+1","210","24786"
"20969","chanar_xyston","210","24786"
"21015","amanomurakumo","340","24916"
"21016","amanomurakumo","552","25128"
"21017","kogarasumaru","424","25000"
"21018","kogarasumaru","564","25140"
"21019","masamune","514","25090"
"21020","masamune","579","25155"
"21021","umaru","602","25178"
"21022","shishio","151","24727"
"21025","dojikiri_yasutsuna","768","25344"
"21026","himetsuruichimonji","612","25188"
"21027","ichigohitofuri","440","25016"
"21028","deacon_blade","588","25164"
"21029","norifusa","155","24731"
"21030","norifusa_+1","155","24731"
"21031","sensui","740","25316"
"21032","kunitsuna","747","25323"
"21033","kunitsuna_+1","747","25323"
"21034","kunimune","146","24722"
"21035","kunimune_+1","146","24722"
"21036","atakigiri","440","25016"
"21037","nenekirimaru","718","25294"
